filename,category,layout,title,date,rating,meal,address,country,region,suburb,website,body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-03-top-taste-restaurant.md,Reviews,post,Top Taste Restaurant,2023-11-03,2,dinner,"1 Hagley Street, Porirua City Centre, Porirua 5022",New Zealand,TODO,TODO,http://www.toptaste.co.nz/,"Porirua We ate dinner here in November 2023 Orange steak Satay hot plate with beef Rice Delusions of grandeur; the restaurant. They had the checklist of things that made you fancy, and boy howdy they checked every single one off it. Tasteless chandelier, check, smooth jazz playing, check, ""leather"" seats, check. Top Taste serves a mish-mash of Asian cuisines, with Chinese, Korean, Singaporean and Malaysian all featuring on the menu. This is generally a red flag for someone just trying to cherry pick the dishes from each culture that most appeal to kiwi tastes. The satay hot plate was not enjoyable. It was generic sauce satay, not peanut satay, so basically just brown meat sauce. The meat was neither chewy nor gristly, but it had only reached the bare minimum for acceptability. The vegetables were raw across both dishes. At least there was plenty of sauce, enough for our large bowl of rice. Then again, for twelve dollars, we expect a large amount of rice. White rice is one of the cheapest foods known to man, and this had just been scraped straight from the rice cooker, with those hard bits from the sides and everything. For twelve bucks, could you do us the courtesy of fluffing up the rice? Right at the other end of the spectrum, the orange steak was outstanding. When we read orange steak, we scoffed. This meal is normally called orange beef, and we thought it was just another example of Top Taste having ideas above their station. We were very wrong. The meat was delicious, thick pieces of reasonable beef, cooked perfectly in a superb sauce. Little bits of orange peel were very welcome, as was the cooked garlic. It was just the raw veggies that let it down from perfection.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-24-arcimboldi.md,Reviews,post,Arcimboldi,2023-11-24,4,dinner,"24 Dundas Street, Seatoun, Wellington 6022",New Zealand,TODO,TODO,https://www.arcimboldi.net/,"Seatoun, Wellington We ate dinner here in November 2023 Beetroot, honey, pecan and basil bruschetta Blue cheese polenta chips with buffalo sauce Pizza: Half vegetariana, half salsiccie We stumbled across Arcimboldi on a cold, windy Wellington night and are sure glad we did. It looks tiny from the outside, but is long and thin with most of the dining area hidden out the back, alongside their garden where we saw staff picking ingredients. The menu is mostly Italian and everything was bellissimo. The bruschetta was innovative and all the flavours worked great together. The Fee-Rex did get a mystery, rock hard item on her piece which was disconcerting but not a deal-breaker. The polenta chips were made with blue cheese, which was a first for us. It would have been nice for the flavour of the blue cheese to be a bit stronger, and the buffalo sauce was perplexing. Not bad, certainly, but not good either. We felt compelled to eat it, but weren't quite sure at the end whether we actually liked the sauce or not. The pizza was marvellous. Firstly, shout out for offering a half-and-half pizza (for a modest fee) - this lets us enjoy two flavours which we really appreciate. Both were excellent. The vegetarian was no throwaway item, as it often is in other restaurants. This vegetarian could stand proudly alongside any of the other pizzas. The salsiccie had pork fennel sausage on it, which is a favourite of Business Andys. The Fee-Rex has been often unimpressed by this and was apprehensive to order it again. But Arcimboldi had the clever idea to put on just crumbled up bits of sausage meat, rather than slices of sausage. This was a huge improvement. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-15-amador.md,Reviews,post,Amador,2023-12-15,2,dinner,"Kiosk 4/80A Willis Street, Wellington Central, Wellington 6011",New Zealand,TODO,TODO,http://www.amador.co.nz/,"We ate dinner here in December 2023 Truffle fries Cheesy garlic bread Amador is not here for dinner. Their niche is the downtown working crowd. They offer a full menu for breakfast and lunch until 2pm, but after this Amador is really a bar with only snacks available. However, just because they're only serving snacks, doesn't mean the food should be bad. The truffle fries smelled like vomit due to an unfortunate combination of excessive amounts of truffle oil mixed with parmesan cheese. The chips themselves were okay, but the smell was confronting. The cheesy garlic bread was terrible. Their biggest problem was the bread. They'd chosen supermarket style hotdot buns which they'd split horizontally and chucked on some garlic butter and mozzerella then grilled them. They were insanely chewy, a genuine effort to bite through, you need to pull in one direction and move your head in the other direction like a dog with a piece of stewing steak, to get a mouthful. Even aside from the awful texture, the flavour was nothing special and they'd put a rim of balsamic glaze around the edge of the plate which was bringing nothing and ended up on your face and arm. Luckily they did do good espresso martinis. They had 3 different kinds and all of them were delicious in thier own way. It wasn't a particularly inventive cocktail menu, just the classics really, and the white lady was too ginny.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-04-spice-paradise.md,Reviews,post,Spice Paradise,2024-01-04,1,dinner,"39 Vivian Street, Te Aro, Wellington 6011",New Zealand,TODO,TODO,http://www.spiceparadise.co.nz/,"Te Aro, Wellington We ate dinner here in January 2024 Malai kofta Paneer jalfrezi Plain naan Naan makhani Rice This place will be closed within 3 months. It has zero street appeal. It's sad inside. It looks like it's only been open for a few weeks and already it was just us and one other table there. They didn't do a single takeaway order the whole time we were dining, nor do they have a website or any affiliation with delivery services that could help their takeaway trade. In other words, they're doomed. And they can't fall back on their food either. The malai kofta barely had any taste at all. The sauce was extremely pale and thin, and the koftas were just mashed potato croquettes they had no nuts or sultanas or anything going on. At least the jalfrezi was okay, it had some flavour and the capsicums were welcome. The plain naan was middling and the naan makhani was a waste of time. We ordered it for some excitement, we didn't know what it was and there was no description on the menu. The waiter described it as being laminated with butter. Our excitement heightened, sounded like a naan croissant! This could be the next big thing, the new cronut! Turns out it tastes exactly the same as a plain naan but it's twice the price and falls apart because of the layers. As a final insult, rice wasn't included with the meal. In our opinion this is a predatory practice that should be stamped out at all costs. Literally nobody wants just a curry without rice, that's crazy, especially for dine-in. So don't charge us a regular price for a curry then make us pay $3.50 for a small bowl of rice. This kind of thing just makes you feel like they are trying to squeeze you for every penny. Speaking of, the waiter kept trying to upsell us but very inexpertly. He needs to go to the Tikka Talks School of Indian Cuisine Upselling. He was truly a master of the craft and we still regard him very fondly. Incidentally, his restaurant also closed down, so this place has no chance at all. Spice Paradise has no website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-19-concord-bistro-bar.md,Reviews,post,Concord Bistro & Bar,2024-01-19,2,dinner,"81 Victoria Street, Te Aro, Wellington 6011",New Zealand,TODO,TODO,https://www.concordrestaurant.co.nz/,"Te Aro, Wellington We ate dinner here in January 2024 Eye fillet with fries and Cafe de Paris butter Creamy pasta with parmesan Mille feuille with strawberries and sunflower cream Crepes Suzette Concord Bistro is a rip off. They've decided they're fancy, they have cloth napkins and French words on the menu after all, and they've hiked those prices up to high heaven. They had large paper menus, which is okay. But then they left the paper menus intentionally on the table after you order so that you used them as a placemat. What is this, a Pizza Hut (R.I.P. dine in Pizza Hut)? Is there a colouring-in picture and a maze on the back? It was so tacky and incongruent. If I'm paying $52 for a steak and chips, $21 per cocktail and a stunning $28 for a pasta with just cream and parmesan (no meat, no veg, nothing), then please take away your paper tablemat. Perhaps they have shares in the forestry industry, because they also insisted we use paper coasters. Why? The main meals were reasonable. The steak was a nice piece of meat, cooked well, the shoestring fries were crisp and the Cafe de Paris butter was good too. The pasta, while basic, was tasty. The service was good, but the wait for each cocktail was too long. The desserts were terrible. It's about as bad as we've had. The mille feuille was like two crackers stacked with yuck sunflower cream. The strawberries were at least fresh and ripe, but they couldn't save it. The crepe suzette disappointed. It came with a little cast iron frying pan of flaming cointreau, a nice bit of pageantry, but it was just far too much. Once that was in there all you could taste was cointreau, which was not enjoyable. Bookings recommended. Website (this website is an abomination, seriously, who okayed this?)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-29-boulcott-street-bistro.md,Reviews,post,Boulcott Street Bistro,2024-01-29,3,TODO,"99 Boulcott Street, Wellington Central, Wellington 6011",New Zealand,TODO,TODO,http://www.boulcottstreetbistro.co.nz/,"Calamari with garlic mash and rocket Lamb rack with roast potato Vegetarian saffron rice cake Baklava Boulcott Street Bistro knows service. The maitre d' was a true delight, he made you feel extremely welcome and like family, and while this restaurant is a bit snooty he certainly wasnâ€™t. When our buoyant family party of 11 was leaving, he gave a warm handshake and just seemed thrilled to have met us. He even earned a tip, a very rare occurrence within our family. The bartender was also spot on, friendly and funny, and all the staff were just generally great. The food was pretty good, but hadnâ€™t quite reached greatness. The calamari was a bit pedestrian. Both the lamb rack and rice cake were good meals, but just didnâ€™t knock our socks off. The standout was the baklava which was absolutely delicious especially the lemon creme fraiche on the side, we would be thrilled to have that again. Bookings recommended",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-15-hey-ramen.md,Reviews,post,Hey Ramen,2024-03-15,1,dinner,"The Majestic Centre, Ground Floor/100 Willis Street, Wellington Central, Wellington 6011",New Zealand,TODO,TODO,http://www.facebook.com/HeyRamen,"Te Aro, Wellington We ate dinner here in March 2024 Tonkotsu Ramen Beef teriyaki Hey Ramen, get some better quality meat. When it comes to a simple dish like ramen, you can't skimp on the quality. Both the beef and pork were insanely dry, to the point we wondered whether the pork hadn't been cooked to order. The non-meat ingredients weren't doing much to pick up the slack. And only one piece of naruto, you tightwads. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05-thistle-inn.md,Reviews,post,Thistle Inn,2024-04-05,1,dinner,"3 Mulgrave Street, Thorndon, Wellington 6011",New Zealand,TODO,TODO,http://www.thistleinn.co.nz/,"Pipitea, Wellington We ate dinner here in April 2024 Lamb rump, polenta, broccolini, pistachio & lime gremolata Ribeye, cafe de paris butter, jus, and fries We didn't enjoy our trip to the Thistlle Inn. We stood around for a long time near the bar feeling confused, being completely ignored without so much as a greeting or ""be with you shortly"". We saw a bar snacks menu on the bar, and we then stumbled upon a proper restaurant menu at the unmanned maitre'd station. Finally we were seated and bought water to our table, but it was sparkling and contained both lemon and cucumber. The Fee-Rex hates sparkling water. She hates water with lemon in it. And she hates water with cucumber in it, so you can imagine how she felt about receiving all 3 in a single glass, unbidden, and with no other option offered. We often order cocktails and then don't talk about them, but tonight they deserve special mention. Not because they were good though. The espresso martini was watery A.F. and was cleared off the table before it was even empty. And we also tried a dessert cocktail featuring coffee and dulce de leche which tasted awful and had to be made twice as the first time they forgot to put any alcohol in it. To make matters worse, we waited a very long time for our meals. When they finally arrived we were far from impressed. The lamb rump was fatty, the polenta, sloppy, and the gremolata was a flavourless non event. It was especially offensive with a $42 price tag. The steak was somehow even worse. We ordered it medium but it came well overdone. It had a marmite-y jus and a deplorable cafe de paris butter that just tasted like plain butter but was bright yellow. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-19-el-barrio.md,Reviews,post,El Barrio,2024-04-19,2,dinner,"35 Dixon Street, Te Aro, Wellington 6011",New Zealand,TODO,TODO,http://www.elbarrio.nz/,"Te Aro, Wellington We ate dinner here in April 2024 Chicken wings Chipas Loaded fries Calamari Cheese quesdeillas Corn chips with corn and cheese dip Ham and cheese empanada Jalapeno bites Flan with burnt caramel sauce Churros with chocolate sauce If we were just rating service, El Barrio would be a 4. Our waitress was a true delight. Friendly, attentive without being overbearing, alerting us to pertinent cocktail specials, we were big fans. Unfortunately, she was let down by the kitchen. We ordered a sharing platter, which was very hit and miss. The jalapeno bites were good, spicy but not too hot, fresh and flavourful. The flan was well executed, however the 'burnt caramel' sauce was more like 'watered down golden syrup' which was overpowering in flavour compared to the flan. The calamari was also pretty reasonable - often on a sharing platter you're in for some chewy squid, but that wasn't the case here. The highlight was the churros, which were a true victory. Business Andy is quite the churros fan, despite them regularly proving to be disappointing. El Barrio's churros were fluffy and light, unlike the chewy offerings usually available. The chocolate sauce was good and plentiful, although the menu also mentioned a caramel sauce which was absent. Speaking of absent, where were the ""marinated green olives"" promised in the serving platter. There were a few green mush sauces, perhaps one of these was squished olives, although it didn't seem like it. The loaded fries and quesedilla were also let downs, and the rest of the offerings were middling. We also tried several of their cocktails. If you've got a sweet tooth, try the passionfruit daiquiri. As a final note, while we didn't participate, we did enjoy being offered a free salsa dance class at the end of our meal. El Barrio seemed like they genuinely wanted us to have a good time. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-26-jeff-cafe-limited.md,Reviews,post,Jeff Cafe Limited,2024-04-26,1,dinner,"163 The Terrace, Wellington Central, Wellington 6011",New Zealand,TODO,TODO,https://www.jeffcafe.co.nz/,"Wellington Central, Wellington We ate dinner here in April 2024 Kung pao chicken Orange beef Sometimes, our quest to bring you raw unfettered reviews takes us to grand locations. And other times, it takes us to the cold unforgiving lobby of an apartment building with non stop foot traffic of pizza-carrying residents. We didn't know what to expect when we saw Jeff Cafe. It looked closed, and the name gave us no clues. Turns out Jeff serves Chinese food and is much more popular than one might expect. It's small, being a lobby, and only had 5 tables, but 4 of them were full. We also saw 3 takeaway orders during our dining experience. Why other people were eating at Jeff Cafe we weren't sure, as it clearly wasn't because the food was good. The orange beef, a real favourite of the Fee-Rex, was the worst we've ever had. The meat was clearly ancient, was tough, and very thickly cut. The kung pao chicken was inoffensive but forgettable. We scoffed down our meals then got the hell out of Jeff's frigid ice cave.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-29-shanghai-restaurant.md,Reviews,post,Shanghai Restaurant,2024-04-29,2,TODO,"Ground Floor Skycity/346 Victoria Street, Hamilton Central, Hamilton 3204",New Zealand,TODO,TODO,https://www.shanghaihamilton.co.nz/skycity-hamilton.html,"Te Aro, Wellington Orange beef with rice Szechuan lamb with rice Fried dumplings BBQ pork Fried squid Shanghai Restaurant claims to be Wellington's oldest Chinese restaurant, being in service for over 50 years. Their decor supports that - it's proper classic Chinese restaurant stuff, with tablecloths covered with a glass panel, a crowded lobster tank and tacky art on the walls. The food was mostly middling to poor, but we would like to give a shoutout to the orange beef. It was hot, fresh, juicy and flavourful. Inscrutibly it came with a whole head of steamed broccoli which was very unwelcome, but otherwise it was excellent. The rest didn't fare so well. The dumplings were waterproof in texture, which was no use for sauce absorption, and the innards were crumbly. The squid was chewy with floury batter and sad sauce which didn't stick well to the food. The BBQ pork and szechuan lamb were middle of the road. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10-whitby-s-restaurant-and-bar.md,Reviews,post,Whitby's Restaurant & Bar,2024-05-10,1,dinner,"147 The Terrace, Wellington Central, Wellington 6011",New Zealand,TODO,TODO,https://www.grandchancellorhotels.com/james-cook-hotel-grand-chancellor/restaurants-bars/whitby-s-restaurant-bar,"Wellington Central Beef burger and chips Lamb cutlets with cauliflower puree, beetroot, and broccolini Dining out is a discretionary expense, and while there are certain intangibles involved that are hard to put a dollar value on, like not having to clean up after yourself, it's generally clear when you are getting good value for money. Likewise, it's often excruciatingly clear when something is poor value. And while that's definitely not the most important thing when you're eating out, you hope that a restaurant leaves some kind of impact other than ""what a ripoff."" Whitby didn't give a hoot about value for money. We ordered two cocktails that were almost indistinguishable from one another, however one was priced at $8 more than the other. The burger was more than four Big Mac's worth of dollars, but certainly wasn't more than four Big Mac's worth of trouble. The lamb and its jus were probably the nicest things they served, although there was still some gristle, and the sides that came with it were wankily arranged to disguise that there was bugger all to actually eat. The vegetables were a cauliflower puree, roast beetroot, tepid brocollini and some mystery pale red thing - a yam? A note about service. There were a lot of staff present, 7 visible at once at one point. Yet our burger we ordered without tomato came with tomato. Our plates sat on our table after we finished for far too long. In fact they were still there when we left, what if we'd wanted dessert? And to top it off, when we finally did go to leave, we waited at the hostess stand for an inordinate period with nobody around. It was long enough for the Fee-Rex to take a pen and to rearrange their staples on the counter. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-07-daisy-s.md,Reviews,post,Daisy's,2024-06-07,3,dinner,"221 Airfield Road, Ardmore 2582",New Zealand,TODO,TODO,TODO,"Thorndon, Wellington We ate dinner here in June 2024 Cauliflower fritters Lamb ragu Eye fillet with chips Carrots with za'atar Daisy's serves upmarket fare in a cosy atmosphere and is probably upset that she didn't get a 4. While this meal was good, it wasn't quite great. The carrots were a highlight, well cooked with some caramelisation and interesting flavours. The steak was a lovely piece of meat, but was unevenly cooked, ranging from medium to rare depending on your bite. The ragu was tasty, we particularly appreciated the generous topping of parmesan. Call us traditionalists, but we expected the fritters to be flat, a la corn fritter. We were tickled to find these ones were balls. The flavour was odd and controversial. There was tumeric and something citrus-y, and overall the experience wasn't unpleasant, but nor was it something you'd want to order again. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-14-pizza-castle.md,Reviews,post,The Pizza Castle - Dannevirke,2024-06-14,1,dinner,"25 High Street, Dannevirke 4930",New Zealand,TODO,TODO,http://www.thepizzacastle.co.nz/,"Dannevirke We ate dinner here in June 2024 Italian pizza (salami, ham, olives, mushroom, onion) Cheesy jalapeno bites Pizza Castle? Pizza dungeon more like it. Well, maybe that's a bit harsh, it wasn't damp or dark. But it was cold and bad stuff happened here. Beside having seating for 14, Pizza Castle gave no other indication that dine-in was even an option. There was no cutlery, no water, no plates, not a single serviette in sight. We ate from the box. The bites were basically super salty crumbed balls of low-flavour cheese with tiny bits of jalapeno in them along with some unwelcome corn. They were not spicy, nor were they flavourful. They needed a dipping sauce desperately, but there was none on hand. And the pizza had a reasonable base, but the toppings were very bland. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30-chipmunks-playland-and-cafe.md,Reviews,post,Chipmunks Playland & Cafe,2024-06-30,2,lunch,"8 Westgate Drive, Westgate, Auckland 0614",New Zealand,TODO,TODO,https://chipmunksplayland.co.nz/westgate/,"Tawa, Wellington Rating: 2 We ate lunch here in June 2024 Beef burger Fish and chips Mocha As we gazed about our surrounds at Chipmunks, we saw what was perhaps the most captive audience that has ever existed. The 'Munk could have been peddling truly abysmal food and they would have still had a steady flow of bored parents and excited children ordering donuts, coffees, and ""frogs in ponds"" which were criminally overpriced Freddo frogs in cups of green jelly. Fortunately for us, they took the opportunity to aim a little higher than that, and served up a couple of pleasant surprises. The mocha was genuinely good, a pleasant balance between coffee and sweetness, and not too much of either. The ciabatta that enclosed the burger was excellent, fresh and soft, and perfectly toasted. And the chips were hot and fresh, salted just the amount, and had no nasty old oil flavour. The fish was crisp, although we felt the quality of the actual fish was middling. The fish and chips came with what was unfortunately just mixed salad leaves out of a bag with an almost insultingly sparse dribble of balsamic reduction over the top, what a trudge finishing this salad was. That same salad mix found its way into the burger too, but overall, the burger was actually pretty good, and was the highlight. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-02-dirty-little-secret.md,Reviews,post,Dirty Little Secret,2024-07-02,2,dinner,"54 Taranaki Street, Te Aro, Wellington 6011",New Zealand,TODO,TODO,https://www.dirtylittlesecret.co.nz/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=plcid_8653231323485498737,"Te Aro, Wellington We ate dinner here in July 2024 Cauliflower tacos Chicken burger with chips Dirty Little Secret pumps on a Thursday for drag night bingo, but on a Tuesday at 8pm she was pretty deserted. Nevertheless the bar staff were friendly, but using our bingo winnings (first place, what's up) via their app was a huge pain in the ass. The cauliflower tacos were a rip off. $22 for two tacos, which were small and very basic. Cauliflower, some kind of sauce, and a 'salsa' that was just chopped up tomatoes. $11 worth, we think not. The chicken burger was better. While the bun was on the stale side, the chicken was crispy and flavourful, it held together well and the slaw, pickles and cheese were a lovely combination. The chips were pretty good, and we welcomed the accompanying aioli.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-24-the-green-man-pub.md,Reviews,post,The Green Man Pub,2024-08-24,2,dinner,"25 Victoria Street, Wellington Central, Wellington 6011",New Zealand,TODO,TODO,https://stargroup.nz/venues/the-green-man-pub,"Wellington Central We ate dinner here in August 2024 Pork belly bites Flatbread with hummus Chicken tenders The Green Man had a very small menu. Aside from starters, it had only 4 mains, plus the Wellington On A Plate burger. We made the decision when we moved BAATFR to Wellington that during WOAP we would not be reviewing the burgers. Why? Because WOAP is a special item not usually available and is not necessarily representative of the cuisine or quality of the establishment. Since the menu was so wee and we didn't fancy the sound of the mains we just got a few starters. The pork belly was surprisingly good, and the flatbread was no slouch either. The tenders were anything but tender. Dry, dry, dry like a chicken jerky. We did appreciate the pickled onion and capsicum plus the dipping sauce, but the tender itself was disastrous. We were excited to see three espresso martinis on their menu. We were crushed to hear they were not serving them, nor any cocktails, that night. We received the excuse that they'd had a special on cocktails the night before and had run out of ingredients. This excuse doesn't stand up to inspection. There were a dozen cocktails on that menu. You don't have the ingredients to make any? Yet you can still serve other mixed drinks? That maths ain't mathsin. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-07-mekong-cafe.md,Reviews,post,Mekong Cafe,2024-09-07,2,dinner,"638 Port Road, Whangamatā 3620",New Zealand,TODO,TODO,https://mekongonline.co.nz/,"Te Aro, Wellington We ate dinner here in September 2024 Chicken curry with rice Beef brisket with rice Roti Honestly, we wish we could rate it higher based on just the friendliness of the hostess. She was something else, we were just superbly looked after. And the meals came out fast too. However what came out was only passable on the whole. The broth in the chicken curry was absolutely delicious, but the chicken was old and dry. The beef was practically offensive. It wasn't brisket for a start, but was the oldest, cheapest beef in the city instead, with plenty of gristle. And unlike the chicken curry, the beef broth didn't save that meal. Roti is often an easy win, but for some reason this roti was really dry, crispy almost, with insufficient lamination. And we somehow ordered two plates of the stuff. Oh well. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-13-taco-bell.md,Reviews,post,Taco Bell,2024-09-13,2,dinner,"50 Northcote Road, Northcote, Auckland 0627",New Zealand,TODO,TODO,https://www.tacobell.co.nz/,"Te Aro, Wellington We ate dinner here in September 2024 Cheese quesedilla Cheesy gordita crunch Beef nachos Churros The Beast is slain at last. The spectre of Taco Bell on Cuba has haunted us forever. Ever since we first saw him sitting there on his throne of skulls right beside the bus stop. No more. And just like Subway, a great weight was lifted from our shoulders as we ticked this chain off the list. It turns out that we'd been building Taco Bell up in our minds like some kind of final boss of fast food for far too long. The overall impression is that it's just bland. The quesadilla only escaped being as bland as the rest of the dishes by the included sauce sachets. Neither of which was fantastic, but at least they added something. The nachos of the loaded nachos came with some kind of red dust scattered all over them, but alas, all you couldn't taste it at all. Likewise the beef mince was flavourless, and the cheese sauce, barely detectable. At least the guac tasted somewhat like avocado, but is it really made from avocados? The gordita fared mostly the same, it had the same bland mince, but also had some kind of sauce in it that the Fee-Rex really didn't appreciate. We did actually like the texture, with a crunchy taco shell inside soft flat bread. The churros were the only thing we'd have again. They were soft and fluffy on the inside, crunchy on the outside, and absolutely smothered in a tasty mix of cinnamon and sugar. Their chocolate sauce was thin, but there was a lot of it, no sad rationing required. A note on value. The menu at Taco Bell looks really cheap, with dishes half to two thirds of the cost you'd expect if ordering them somewhere else. Don't be fooled. Aside from the difference in quality, there is a substantial size difference. Many cafe nachos are so big we struggle for finish them. After we ate the above meal, we came home and had toast. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-04-scopa-pizzeria.md,Reviews,post,Scopa Pizzeria,2024-10-04,3,TODO,"141 Cuba Street, Te Aro, Wellington 6011",New Zealand,TODO,TODO,http://www.scopa.co.nz/,"Te Aro, Wellington Mozzarella sticks with spicy honey Toscana pizza - Italian sausage, mushroom, scamorza, sweet onion Baked cheesecake with blackberries Scopa Pizzeria is a popular place. We've clocked it before when in the area and noticed its fullness. Tonight when we showed up, as usual reservation-less to a heaving establishment, we were told we could wait for a table. We weren't the only ones waiting, but the food service was pretty fast and we only had to do about 15 minutes standing around at the bar before being seated. We took that time to have cocktails (the bottled marg and the bottled cherry concoction) which unfortunately we can't recommend. But we can recommend the mozzarella sticks and the pizza, which were both excellent, especially the cheese sticks and the delicious hot honey. In case you're wondering, as we were, hot honey means both spicy and warm. And while we do appreciate a nice baked cheesecake, this one fell a bit short. It was sunken in the middle, too cold, and the coulis that came with it was far too full of seeds. Bookings strongly recommended.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-27-fast-lane-restaurant.md,Reviews,post,Fast Lane Restaurant,2024-10-27,1,lunch,"16, State Highway 1, Waiouru 4825",New Zealand,TODO,TODO,https://restaurantguru.com/Fast-Lane-Restaurant-Waiouru,"Waiouru We ate lunch here in October 2024 Battered fish Chips Fried chicken Carrot cake Fast Lane Restaurant caters to the passing-through-Waiouru-wanna-stop-for-less-than-five-minutes crowd, right next to the public rest rooms where the off-brand air blade hand dryers emitted a strangely unpleasant odour. Fast Lane Restaurant offers various fried foods in a warmer, a chilled cabinet of sandwiches and cakes, as well as a fish and chips shop style cooked menu. It was a long weekend and Fast Lane was doing steady trade. Despite this, the chips tasted like they'd been in the warmer for quite some time. They were soft, floury, and stale - a sobering reminder that while most chips are fairly similar and rather enjoyable, it is certainly possible for them to be bad. The fish looked appealing externally but was very fishy in flavour. The fried chicken fared a bit better. It had a crispy coating but was pretty oily and bland. The carrot cake was the best item but even that was merely passable. The decor was extremely dated and shabby, napkins and wooden cutlery hard to come by, and we inexplicably selected the table next to three grotty open bins. We recommend avoiding the Fast Lane - switch to the slow lane, wait an extra five minutes and get some food you might actually want to eat. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-24-the-tasting-room.md,Reviews,post,The Tasting Room,2024-11-24,3,dinner,"2 Courtenay Place, Te Aro, Wellington 6011",New Zealand,TODO,TODO,https://www.thetastingroom.co.nz/,"Te Aro, Wellington We ate dinner here in November 2024 Onion rings Pulled pork loaded fries Falafel Popcorn chicken Mushroom arancini Woah. Best onion rings ever. Literally the best onion rings we have ever had. You know how sometimes you want to order onion rings, then you hesitate because you've been burned one too many times by compound extruded onion ring BS. You can put your fears aside at The Tasting Room. Fresh. Piping hot. Homemade. Actual rings of onion. Big. Crispy yet also a little squishy. You can have all these things. But it's not over yet because let us tell you about the sauce. ""Chip shop curry sauce"" was the title. We want to go to that chip shop. It was curry-ish, but not over spicy but it had a wonderfully warm flavour, there was tonnes of it, and it sure did pair well with the onion. And yes, we dipped everything else in it too. Leave no curry sauce behind. After those heights it's hard for the other dishes to measure up, and they didn't. Worst of all was the popcorn chicken, which was dry and not very flavourful. The arancini was also on the dry side, but not bad. The falafel and loaded fries were also fine, but nothing to write home about. Unlike the sonnet we've just composed about the onion rings. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
